item_id,store_id,total_days,zero_days,zero_percentage
HOBBIES_2_025,WI_2,1913,1854,96.92
HOBBIES_2_041,WI_3,1913,1854,96.92
HOBBIES_2_082,TX_3,1913,1854,96.92
HOBBIES_2_126,WI_2,1913,1854,96.92
HOBBIES_2_127,WI_3,1913,1854,96.92
HOBBIES_2_134,CA_4,1913,1854,96.92
HOUSEHOLD_2_005,WI_3,1913,1854,96.92
HOUSEHOLD_2_066,TX_1,1913,1854,96.92
HOUSEHOLD_2_067,TX_3,1913,1854,96.92
HOUSEHOLD_2_083,WI_3,1913,1854,96.92
HOUSEHOLD_2_243,WI_2,1913,1854,96.92
HOUSEHOLD_2_365,CA_1,1913,1854,96.92
HOUSEHOLD_2_448,TX_3,1913,1854,96.92
HOUSEHOLD_2_458,TX_3,1913,1854,96.92
HOUSEHOLD_2_487,CA_4,1913,1854,96.92
FOODS_1_079,WI_2,1913,1853,96.86
FOODS_2_077,CA_2,1913,1853,96.86
FOODS_2_118,CA_2,1913,1853,96.86
FOODS_2_239,CA_2,1913,1853,96.86
FOODS_2_316,CA_2,1913,1853,96.86
FOODS_2_389,CA_2,1913,1853,96.86
FOODS_3_466,WI_3,1913,1853,96.86
FOODS_3_601,TX_1,1913,1853,96.86
FOODS_3_602,CA_3,1913,1853,96.86
FOODS_3_690,TX_1,1913,1853,96.86
HOBBIES_1_292,WI_3,1913,1853,96.86
HOBBIES_1_340,WI_1,1913,1853,96.86
HOBBIES_2_044,WI_3,1913,1853,96.86
HOBBIES_2_079,WI_3,1913,1853,96.86
HOBBIES_2_082,WI_3,1913,1853,96.86
HOBBIES_2_111,WI_2,1913,1853,96.86
HOUSEHOLD_1_036,CA_4,1913,1853,96.86
HOUSEHOLD_1_049,WI_3,1913,1853,96.86
HOUSEHOLD_1_258,TX_1,1913,1853,96.86
HOUSEHOLD_2_006,WI_2,1913,1853,96.86
HOUSEHOLD_2_077,TX_2,1913,1853,96.86
HOUSEHOLD_2_211,TX_1,1913,1853,96.86
HOUSEHOLD_2_331,TX_3,1913,1853,96.86
HOUSEHOLD_2_372,WI_1,1913,1853,96.86
HOUSEHOLD_2_502,WI_3,1913,1853,96.86
HOUSEHOLD_2_516,WI_2,1913,1853,96.86
FOODS_2_165,CA_2,1913,1852,96.81
FOODS_3_220,TX_3,1913,1852,96.81
FOODS_3_647,CA_4,1913,1852,96.81
HOBBIES_1_054,TX_1,1913,1852,96.81
HOBBIES_1_083,TX_3,1913,1852,96.81
HOBBIES_1_112,CA_4,1913,1852,96.81
HOBBIES_1_283,WI_3,1913,1852,96.81
HOBBIES_1_347,CA_4,1913,1852,96.81
HOBBIES_2_005,WI_3,1913,1852,96.81
HOBBIES_2_026,TX_3,1913,1852,96.81
HOBBIES_2_108,CA_4,1913,1852,96.81
HOUSEHOLD_2_027,TX_1,1913,1852,96.81
HOUSEHOLD_2_051,WI_2,1913,1852,96.81
HOUSEHOLD_2_065,CA_4,1913,1852,96.81
HOUSEHOLD_2_208,TX_3,1913,1852,96.81
HOUSEHOLD_2_342,CA_4,1913,1852,96.81
HOUSEHOLD_2_358,CA_4,1913,1852,96.81
HOUSEHOLD_2_381,CA_4,1913,1852,96.81
HOUSEHOLD_2_494,WI_2,1913,1852,96.81
FOODS_1_098,CA_4,1913,1851,96.76
FOODS_2_017,TX_1,1913,1851,96.76
FOODS_3_500,TX_1,1913,1851,96.76
FOODS_3_601,CA_4,1913,1851,96.76
FOODS_3_633,TX_1,1913,1851,96.76
HOBBIES_1_125,TX_1,1913,1851,96.76
HOBBIES_1_192,CA_4,1913,1851,96.76
HOBBIES_1_272,TX_1,1913,1851,96.76
HOBBIES_2_027,TX_2,1913,1851,96.76
HOBBIES_2_079,WI_2,1913,1851,96.76
HOBBIES_2_082,CA_2,1913,1851,96.76
HOBBIES_2_095,CA_4,1913,1851,96.76
HOBBIES_2_099,CA_3,1913,1851,96.76
HOBBIES_2_099,WI_3,1913,1851,96.76
HOBBIES_2_111,CA_2,1913,1851,96.76
HOUSEHOLD_1_314,CA_1,1913,1851,96.76
HOUSEHOLD_1_400,WI_1,1913,1851,96.76
HOUSEHOLD_2_040,CA_2,1913,1851,96.76
HOUSEHOLD_2_060,TX_1,1913,1851,96.76
HOUSEHOLD_2_086,WI_3,1913,1851,96.76
HOUSEHOLD_2_130,TX_3,1913,1851,96.76
HOUSEHOLD_2_147,WI_3,1913,1851,96.76
HOUSEHOLD_2_175,WI_1,1913,1851,96.76
HOUSEHOLD_2_216,CA_1,1913,1851,96.76
HOUSEHOLD_2_278,WI_1,1913,1851,96.76
HOUSEHOLD_2_309,CA_1,1913,1851,96.76
HOUSEHOLD_2_309,WI_1,1913,1851,96.76
HOUSEHOLD_2_331,TX_1,1913,1851,96.76
HOUSEHOLD_2_498,CA_2,1913,1851,96.76
FOODS_1_212,CA_4,1913,1850,96.71
FOODS_2_068,CA_2,1913,1850,96.71
FOODS_2_133,TX_3,1913,1850,96.71
FOODS_2_154,CA_2,1913,1850,96.71
FOODS_2_191,CA_4,1913,1850,96.71
FOODS_2_198,CA_2,1913,1850,96.71
FOODS_2_319,TX_3,1913,1850,96.71
HOBBIES_1_066,TX_1,1913,1850,96.71
HOBBIES_1_124,WI_2,1913,1850,96.71
HOBBIES_1_336,WI_3,1913,1850,96.71
HOBBIES_2_031,WI_1,1913,1850,96.71
HOBBIES_2_040,TX_1,1913,1850,96.71
HOBBIES_2_041,CA_4,1913,1850,96.71
HOBBIES_2_084,CA_2,1913,1850,96.71
HOBBIES_2_119,TX_2,1913,1850,96.71
HOUSEHOLD_1_423,CA_4,1913,1850,96.71
HOUSEHOLD_1_476,CA_4,1913,1850,96.71
HOUSEHOLD_1_526,CA_4,1913,1850,96.71
HOUSEHOLD_2_092,TX_1,1913,1850,96.71
HOUSEHOLD_2_175,CA_2,1913,1850,96.71
HOUSEHOLD_2_445,TX_3,1913,1850,96.71
FOODS_2_390,CA_1,1913,1849,96.65
FOODS_3_220,TX_2,1913,1849,96.65
FOODS_3_296,WI_2,1913,1849,96.65
FOODS_3_350,CA_3,1913,1849,96.65
FOODS_3_451,WI_1,1913,1849,96.65
FOODS_3_633,CA_2,1913,1849,96.65
HOBBIES_1_052,WI_1,1913,1849,96.65
HOBBIES_1_083,WI_3,1913,1849,96.65
HOBBIES_1_186,TX_2,1913,1849,96.65
HOBBIES_1_302,TX_3,1913,1849,96.65
HOBBIES_2_030,WI_2,1913,1849,96.65
HOBBIES_2_038,WI_3,1913,1849,96.65
HOBBIES_2_079,TX_1,1913,1849,96.65
HOBBIES_2_108,WI_2,1913,1849,96.65
HOBBIES_2_111,TX_3,1913,1849,96.65
HOUSEHOLD_1_060,WI_2,1913,1849,96.65
HOUSEHOLD_2_057,WI_2,1913,1849,96.65
HOUSEHOLD_2_307,WI_1,1913,1849,96.65
HOUSEHOLD_2_317,WI_2,1913,1849,96.65
HOUSEHOLD_2_340,WI_2,1913,1849,96.65
HOUSEHOLD_2_351,WI_2,1913,1849,96.65
HOUSEHOLD_2_392,WI_3,1913,1849,96.65
HOUSEHOLD_2_414,CA_4,1913,1849,96.65
HOUSEHOLD_2_441,TX_1,1913,1849,96.65
HOUSEHOLD_2_515,TX_3,1913,1849,96.65
FOODS_2_117,CA_3,1913,1848,96.6
FOODS_2_117,TX_1,1913,1848,96.6
FOODS_2_366,CA_2,1913,1848,96.6
FOODS_3_110,WI_3,1913,1848,96.6
FOODS_3_260,CA_2,1913,1848,96.6
FOODS_3_296,TX_1,1913,1848,96.6
FOODS_3_472,CA_2,1913,1848,96.6
FOODS_3_500,CA_1,1913,1848,96.6
FOODS_3_521,TX_1,1913,1848,96.6
FOODS_3_737,TX_1,1913,1848,96.6
HOBBIES_1_405,TX_3,1913,1848,96.6
HOBBIES_2_010,CA_1,1913,1848,96.6
HOBBIES_2_106,TX_1,1913,1848,96.6
HOBBIES_2_138,WI_3,1913,1848,96.6
HOUSEHOLD_1_386,CA_3,1913,1848,96.6
HOUSEHOLD_2_164,WI_2,1913,1848,96.6
HOUSEHOLD_2_174,WI_2,1913,1848,96.6
HOUSEHOLD_2_230,WI_3,1913,1848,96.6
HOUSEHOLD_2_331,CA_4,1913,1848,96.6
HOUSEHOLD_2_392,TX_1,1913,1848,96.6
FOODS_1_148,WI_2,1913,1847,96.55
FOODS_2_087,CA_2,1913,1847,96.55
FOODS_2_226,TX_3,1913,1847,96.55
FOODS_2_292,WI_1,1913,1847,96.55
FOODS_3_512,TX_3,1913,1847,96.55
HOBBIES_1_135,WI_2,1913,1847,96.55
HOBBIES_1_269,WI_3,1913,1847,96.55
HOBBIES_2_017,CA_4,1913,1847,96.55
HOBBIES_2_026,CA_2,1913,1847,96.55
HOBBIES_2_027,CA_2,1913,1847,96.55
HOBBIES_2_041,WI_1,1913,1847,96.55
HOBBIES_2_135,CA_4,1913,1847,96.55
HOUSEHOLD_1_423,TX_3,1913,1847,96.55
HOUSEHOLD_2_091,WI_3,1913,1847,96.55
HOUSEHOLD_2_120,WI_3,1913,1847,96.55
HOUSEHOLD_2_149,TX_1,1913,1847,96.55
HOUSEHOLD_2_202,WI_1,1913,1847,96.55
HOUSEHOLD_2_204,WI_3,1913,1847,96.55
HOUSEHOLD_2_392,WI_2,1913,1847,96.55
HOUSEHOLD_2_448,TX_2,1913,1847,96.55
FOODS_2_015,CA_3,1913,1846,96.5
FOODS_2_073,WI_1,1913,1846,96.5
FOODS_2_156,CA_2,1913,1846,96.5
FOODS_2_319,CA_2,1913,1846,96.5
FOODS_2_390,CA_4,1913,1846,96.5
FOODS_3_180,TX_3,1913,1846,96.5
FOODS_3_563,WI_3,1913,1846,96.5
FOODS_3_737,TX_3,1913,1846,96.5
HOBBIES_1_045,TX_2,1913,1846,96.5
HOBBIES_1_046,WI_2,1913,1846,96.5
HOBBIES_1_062,CA_4,1913,1846,96.5
HOBBIES_1_136,CA_2,1913,1846,96.5
HOBBIES_1_136,WI_1,1913,1846,96.5
HOBBIES_1_302,TX_1,1913,1846,96.5
HOBBIES_2_027,WI_1,1913,1846,96.5
HOBBIES_2_071,CA_4,1913,1846,96.5
HOBBIES_2_099,WI_2,1913,1846,96.5
HOBBIES_2_108,TX_2,1913,1846,96.5
HOBBIES_2_133,CA_4,1913,1846,96.5
HOUSEHOLD_1_163,WI_1,1913,1846,96.5
HOUSEHOLD_1_216,WI_3,1913,1846,96.5
HOUSEHOLD_1_297,CA_4,1913,1846,96.5
HOUSEHOLD_1_314,CA_2,1913,1846,96.5
HOUSEHOLD_2_034,WI_2,1913,1846,96.5
HOUSEHOLD_2_086,CA_4,1913,1846,96.5
HOUSEHOLD_2_138,TX_3,1913,1846,96.5
HOUSEHOLD_2_149,WI_3,1913,1846,96.5
HOUSEHOLD_2_161,WI_1,1913,1846,96.5
HOUSEHOLD_2_169,TX_1,1913,1846,96.5
HOUSEHOLD_2_216,TX_1,1913,1846,96.5
HOUSEHOLD_2_318,CA_2,1913,1846,96.5
HOUSEHOLD_2_396,TX_1,1913,1846,96.5
HOUSEHOLD_2_478,WI_2,1913,1846,96.5
FOODS_2_012,CA_2,1913,1845,96.45
FOODS_2_270,CA_2,1913,1845,96.45
FOODS_2_362,CA_2,1913,1845,96.45
FOODS_2_395,TX_1,1913,1845,96.45
HOBBIES_1_011,WI_1,1913,1845,96.45
HOBBIES_1_053,CA_2,1913,1845,96.45
HOBBIES_1_054,WI_2,1913,1845,96.45
HOBBIES_1_125,CA_3,1913,1845,96.45
HOBBIES_1_180,TX_3,1913,1845,96.45
HOBBIES_1_305,WI_1,1913,1845,96.45
HOBBIES_2_031,TX_1,1913,1845,96.45
HOBBIES_2_040,WI_3,1913,1845,96.45
HOBBIES_2_056,CA_4,1913,1845,96.45
HOBBIES_2_090,CA_4,1913,1845,96.45
HOBBIES_2_119,WI_1,1913,1845,96.45
HOBBIES_2_147,CA_4,1913,1845,96.45
HOUSEHOLD_1_049,WI_1,1913,1845,96.45
HOUSEHOLD_1_104,TX_1,1913,1845,96.45
HOUSEHOLD_1_216,TX_2,1913,1845,96.45
HOUSEHOLD_1_260,TX_1,1913,1845,96.45
HOUSEHOLD_2_060,TX_3,1913,1845,96.45
HOUSEHOLD_2_073,CA_4,1913,1845,96.45
HOUSEHOLD_2_086,TX_1,1913,1845,96.45
HOUSEHOLD_2_097,CA_4,1913,1845,96.45
HOUSEHOLD_2_162,WI_2,1913,1845,96.45
HOUSEHOLD_2_175,TX_2,1913,1845,96.45
HOUSEHOLD_2_274,WI_3,1913,1845,96.45
HOUSEHOLD_2_412,CA_4,1913,1845,96.45
HOUSEHOLD_2_446,WI_2,1913,1845,96.45
HOUSEHOLD_2_463,WI_3,1913,1845,96.45
FOODS_2_073,WI_3,1913,1844,96.39
FOODS_2_209,TX_1,1913,1844,96.39
FOODS_2_259,WI_1,1913,1844,96.39
FOODS_3_371,WI_2,1913,1844,96.39
FOODS_3_601,TX_3,1913,1844,96.39
FOODS_3_602,TX_2,1913,1844,96.39
HOBBIES_1_033,CA_4,1913,1844,96.39
HOBBIES_1_191,WI_2,1913,1844,96.39
HOBBIES_1_302,CA_4,1913,1844,96.39
HOBBIES_2_023,TX_2,1913,1844,96.39
HOBBIES_2_026,TX_2,1913,1844,96.39
HOBBIES_2_111,WI_1,1913,1844,96.39
HOUSEHOLD_1_260,TX_2,1913,1844,96.39
HOUSEHOLD_1_378,TX_3,1913,1844,96.39
HOUSEHOLD_1_386,CA_2,1913,1844,96.39
HOUSEHOLD_2_077,CA_2,1913,1844,96.39
HOUSEHOLD_2_087,CA_1,1913,1844,96.39
HOUSEHOLD_2_087,WI_2,1913,1844,96.39
HOUSEHOLD_2_111,TX_1,1913,1844,96.39
HOUSEHOLD_2_149,TX_3,1913,1844,96.39
HOUSEHOLD_2_161,TX_3,1913,1844,96.39
HOUSEHOLD_2_169,WI_2,1913,1844,96.39
HOUSEHOLD_2_230,TX_1,1913,1844,96.39
HOUSEHOLD_2_458,WI_2,1913,1844,96.39
HOUSEHOLD_2_506,WI_2,1913,1844,96.39
FOODS_3_472,CA_4,1913,1843,96.34
HOBBIES_2_025,TX_2,1913,1843,96.34
HOBBIES_2_030,TX_1,1913,1843,96.34
HOBBIES_2_058,CA_4,1913,1843,96.34
HOBBIES_2_084,CA_3,1913,1843,96.34
HOUSEHOLD_2_005,TX_1,1913,1843,96.34
HOUSEHOLD_2_017,WI_3,1913,1843,96.34
HOUSEHOLD_2_034,WI_3,1913,1843,96.34
HOUSEHOLD_2_042,TX_3,1913,1843,96.34
HOUSEHOLD_2_042,WI_3,1913,1843,96.34
HOUSEHOLD_2_132,TX_3,1913,1843,96.34
HOUSEHOLD_2_161,CA_4,1913,1843,96.34
HOUSEHOLD_2_162,TX_2,1913,1843,96.34
HOUSEHOLD_2_189,TX_3,1913,1843,96.34
HOUSEHOLD_2_189,WI_2,1913,1843,96.34
HOUSEHOLD_2_192,WI_2,1913,1843,96.34
HOUSEHOLD_2_330,TX_3,1913,1843,96.34
HOUSEHOLD_2_412,TX_3,1913,1843,96.34
HOUSEHOLD_2_419,TX_1,1913,1843,96.34
FOODS_2_097,CA_2,1913,1842,96.29
FOODS_2_165,TX_3,1913,1842,96.29
FOODS_2_252,TX_2,1913,1842,96.29
FOODS_2_379,CA_3,1913,1842,96.29
FOODS_2_379,TX_3,1913,1842,96.29
FOODS_3_430,WI_3,1913,1842,96.29
FOODS_3_512,TX_1,1913,1842,96.29
FOODS_3_827,TX_2,1913,1842,96.29
HOBBIES_1_011,WI_3,1913,1842,96.29
HOBBIES_1_190,WI_3,1913,1842,96.29
HOBBIES_1_248,CA_4,1913,1842,96.29
HOBBIES_1_344,WI_3,1913,1842,96.29
HOBBIES_2_012,WI_2,1913,1842,96.29
HOBBIES_2_040,CA_1,1913,1842,96.29
HOBBIES_2_073,WI_3,1913,1842,96.29
HOBBIES_2_084,WI_1,1913,1842,96.29
HOUSEHOLD_1_378,WI_3,1913,1842,96.29
HOUSEHOLD_2_027,CA_1,1913,1842,96.29
HOUSEHOLD_2_042,TX_1,1913,1842,96.29
HOUSEHOLD_2_073,TX_2,1913,1842,96.29
HOUSEHOLD_2_083,WI_2,1913,1842,96.29
HOUSEHOLD_2_157,WI_3,1913,1842,96.29
HOUSEHOLD_2_162,WI_3,1913,1842,96.29
HOUSEHOLD_2_230,TX_3,1913,1842,96.29
HOUSEHOLD_2_318,CA_4,1913,1842,96.29
HOUSEHOLD_2_358,TX_2,1913,1842,96.29
HOUSEHOLD_2_418,CA_4,1913,1842,96.29
HOUSEHOLD_2_448,CA_2,1913,1842,96.29
FOODS_2_305,WI_1,1913,1841,96.24
FOODS_2_348,CA_4,1913,1841,96.24
FOODS_3_038,TX_1,1913,1841,96.24
FOODS_3_521,CA_3,1913,1841,96.24
FOODS_3_821,CA_4,1913,1841,96.24
HOBBIES_1_062,WI_1,1913,1841,96.24
HOBBIES_1_184,TX_3,1913,1841,96.24
HOBBIES_2_014,WI_2,1913,1841,96.24
HOBBIES_2_066,TX_2,1913,1841,96.24
HOBBIES_2_067,CA_4,1913,1841,96.24
HOBBIES_2_079,CA_4,1913,1841,96.24
HOBBIES_2_106,WI_1,1913,1841,96.24
HOBBIES_2_108,CA_2,1913,1841,96.24
HOUSEHOLD_1_104,TX_2,1913,1841,96.24
HOUSEHOLD_1_137,CA_4,1913,1841,96.24
HOUSEHOLD_1_139,TX_3,1913,1841,96.24
HOUSEHOLD_1_216,CA_2,1913,1841,96.24
HOUSEHOLD_2_018,CA_4,1913,1841,96.24
HOUSEHOLD_2_087,CA_4,1913,1841,96.24
HOUSEHOLD_2_120,CA_1,1913,1841,96.24
HOUSEHOLD_2_150,WI_2,1913,1841,96.24
HOUSEHOLD_2_177,WI_2,1913,1841,96.24
HOUSEHOLD_2_192,CA_4,1913,1841,96.24
HOUSEHOLD_2_202,CA_4,1913,1841,96.24
HOUSEHOLD_2_318,CA_1,1913,1841,96.24
HOUSEHOLD_2_446,CA_4,1913,1841,96.24
FOODS_1_211,WI_3,1913,1840,96.18
FOODS_2_143,CA_2,1913,1840,96.18
FOODS_2_202,TX_3,1913,1840,96.18
FOODS_2_379,CA_4,1913,1840,96.18
FOODS_3_006,CA_4,1913,1840,96.18
FOODS_3_264,TX_3,1913,1840,96.18
FOODS_3_343,CA_2,1913,1840,96.18
FOODS_3_466,CA_3,1913,1840,96.18
FOODS_3_472,TX_2,1913,1840,96.18
FOODS_3_517,WI_3,1913,1840,96.18
HOBBIES_1_052,WI_2,1913,1840,96.18
HOBBIES_1_112,TX_1,1913,1840,96.18
HOBBIES_1_192,WI_2,1913,1840,96.18
HOBBIES_1_263,WI_2,1913,1840,96.18
HOBBIES_1_418,CA_4,1913,1840,96.18
HOBBIES_2_012,TX_3,1913,1840,96.18
HOBBIES_2_023,CA_4,1913,1840,96.18
HOBBIES_2_035,WI_3,1913,1840,96.18
HOBBIES_2_077,WI_3,1913,1840,96.18
HOBBIES_2_132,CA_2,1913,1840,96.18
HOUSEHOLD_1_502,WI_3,1913,1840,96.18
HOUSEHOLD_2_060,CA_1,1913,1840,96.18
HOUSEHOLD_2_066,WI_3,1913,1840,96.18
HOUSEHOLD_2_151,WI_1,1913,1840,96.18
HOUSEHOLD_2_157,TX_1,1913,1840,96.18
HOUSEHOLD_2_189,TX_1,1913,1840,96.18
HOUSEHOLD_2_358,WI_3,1913,1840,96.18
HOUSEHOLD_2_372,WI_3,1913,1840,96.18
HOUSEHOLD_2_396,CA_1,1913,1840,96.18
HOUSEHOLD_2_428,WI_2,1913,1840,96.18
HOUSEHOLD_2_515,CA_4,1913,1840,96.18
FOODS_1_039,TX_2,1913,1839,96.13
FOODS_2_023,CA_2,1913,1839,96.13
FOODS_2_039,CA_2,1913,1839,96.13
FOODS_2_096,CA_4,1913,1839,96.13
FOODS_2_187,TX_3,1913,1839,96.13
FOODS_2_329,TX_3,1913,1839,96.13
HOBBIES_1_125,WI_2,1913,1839,96.13
HOBBIES_1_283,CA_2,1913,1839,96.13
HOBBIES_1_292,WI_2,1913,1839,96.13
HOBBIES_1_375,WI_2,1913,1839,96.13
HOBBIES_2_030,CA_3,1913,1839,96.13
HOBBIES_2_031,CA_1,1913,1839,96.13
HOBBIES_2_139,CA_4,1913,1839,96.13
HOUSEHOLD_1_250,WI_3,1913,1839,96.13
HOUSEHOLD_1_496,CA_1,1913,1839,96.13
HOUSEHOLD_2_114,WI_2,1913,1839,96.13
HOUSEHOLD_2_132,CA_4,1913,1839,96.13
HOUSEHOLD_2_138,WI_2,1913,1839,96.13
HOUSEHOLD_2_186,CA_1,1913,1839,96.13
HOUSEHOLD_2_186,TX_2,1913,1839,96.13
HOUSEHOLD_2_307,CA_2,1913,1839,96.13
HOUSEHOLD_2_309,WI_3,1913,1839,96.13
HOUSEHOLD_2_318,WI_1,1913,1839,96.13
HOUSEHOLD_2_360,WI_1,1913,1839,96.13
HOUSEHOLD_2_381,WI_3,1913,1839,96.13
HOUSEHOLD_2_397,CA_2,1913,1839,96.13
HOUSEHOLD_2_429,CA_4,1913,1839,96.13
HOUSEHOLD_2_432,WI_3,1913,1839,96.13
FOODS_1_084,WI_2,1913,1838,96.08
FOODS_1_179,WI_3,1913,1838,96.08
FOODS_2_071,CA_2,1913,1838,96.08
FOODS_2_256,TX_1,1913,1838,96.08
HOBBIES_1_385,CA_4,1913,1838,96.08
HOBBIES_2_001,TX_1,1913,1838,96.08
HOBBIES_2_038,CA_4,1913,1838,96.08
HOBBIES_2_095,WI_3,1913,1838,96.08
HOBBIES_2_106,CA_2,1913,1838,96.08
HOUSEHOLD_1_300,CA_3,1913,1838,96.08
HOUSEHOLD_2_042,CA_4,1913,1838,96.08
HOUSEHOLD_2_091,TX_3,1913,1838,96.08
HOUSEHOLD_2_152,WI_3,1913,1838,96.08
HOUSEHOLD_2_169,TX_3,1913,1838,96.08
HOUSEHOLD_2_175,CA_3,1913,1838,96.08
HOUSEHOLD_2_211,WI_3,1913,1838,96.08
HOUSEHOLD_2_254,TX_1,1913,1838,96.08
HOUSEHOLD_2_334,CA_4,1913,1838,96.08
HOUSEHOLD_2_419,TX_2,1913,1838,96.08
HOUSEHOLD_2_478,TX_3,1913,1838,96.08
HOUSEHOLD_2_508,WI_3,1913,1838,96.08
FOODS_2_046,WI_3,1913,1837,96.03
FOODS_2_103,CA_2,1913,1837,96.03
FOODS_2_186,CA_2,1913,1837,96.03
FOODS_3_507,TX_1,1913,1837,96.03
FOODS_3_548,CA_2,1913,1837,96.03
HOBBIES_1_065,WI_1,1913,1837,96.03
HOBBIES_1_136,WI_3,1913,1837,96.03
HOBBIES_1_170,TX_3,1913,1837,96.03
HOBBIES_1_243,WI_2,1913,1837,96.03
HOBBIES_2_010,TX_2,1913,1837,96.03
HOBBIES_2_016,CA_4,1913,1837,96.03
HOBBIES_2_084,CA_1,1913,1837,96.03
HOBBIES_2_090,WI_1,1913,1837,96.03
HOBBIES_2_125,CA_4,1913,1837,96.03
HOUSEHOLD_1_054,TX_3,1913,1837,96.03
HOUSEHOLD_1_500,TX_3,1913,1837,96.03
HOUSEHOLD_2_005,CA_2,1913,1837,96.03
HOUSEHOLD_2_066,TX_3,1913,1837,96.03
HOUSEHOLD_2_147,TX_1,1913,1837,96.03
HOUSEHOLD_2_278,TX_2,1913,1837,96.03
HOUSEHOLD_2_314,TX_3,1913,1837,96.03
HOUSEHOLD_2_330,TX_2,1913,1837,96.03
HOUSEHOLD_2_446,CA_2,1913,1837,96.03
HOUSEHOLD_2_487,WI_2,1913,1837,96.03
FOODS_1_111,WI_3,1913,1836,95.97
FOODS_1_179,WI_2,1913,1836,95.97
FOODS_2_362,CA_1,1913,1836,95.97
FOODS_3_255,WI_3,1913,1836,95.97
FOODS_3_696,TX_2,1913,1836,95.97
HOBBIES_1_054,CA_3,1913,1836,95.97
HOBBIES_1_083,TX_1,1913,1836,95.97
HOBBIES_1_102,CA_4,1913,1836,95.97
HOBBIES_1_181,TX_2,1913,1836,95.97
HOBBIES_1_238,CA_4,1913,1836,95.97
HOBBIES_1_302,CA_1,1913,1836,95.97
HOBBIES_1_390,CA_4,1913,1836,95.97
HOBBIES_2_023,WI_1,1913,1836,95.97
HOBBIES_2_066,TX_1,1913,1836,95.97
HOBBIES_2_109,WI_2,1913,1836,95.97
HOBBIES_2_127,TX_3,1913,1836,95.97
HOBBIES_2_131,CA_4,1913,1836,95.97
HOUSEHOLD_1_163,WI_3,1913,1836,95.97
HOUSEHOLD_1_300,WI_1,1913,1836,95.97
HOUSEHOLD_1_502,CA_2,1913,1836,95.97
HOUSEHOLD_2_006,CA_4,1913,1836,95.97
HOUSEHOLD_2_023,WI_2,1913,1836,95.97
HOUSEHOLD_2_027,TX_2,1913,1836,95.97
HOUSEHOLD_2_038,WI_2,1913,1836,95.97
HOUSEHOLD_2_057,CA_1,1913,1836,95.97
HOUSEHOLD_2_058,CA_4,1913,1836,95.97
HOUSEHOLD_2_085,CA_4,1913,1836,95.97
HOUSEHOLD_2_116,WI_2,1913,1836,95.97
HOUSEHOLD_2_162,TX_1,1913,1836,95.97
HOUSEHOLD_2_198,WI_2,1913,1836,95.97
HOUSEHOLD_2_412,TX_1,1913,1836,95.97
FOODS_2_071,WI_3,1913,1835,95.92
FOODS_2_193,CA_2,1913,1835,95.92
FOODS_2_209,CA_3,1913,1835,95.92
FOODS_2_269,CA_2,1913,1835,95.92
FOODS_2_273,CA_2,1913,1835,95.92
FOODS_2_298,CA_2,1913,1835,95.92
FOODS_3_038,TX_3,1913,1835,95.92
FOODS_3_296,WI_1,1913,1835,95.92
