item_id,store_id,total_revenue,cv,abc_class,xyz_class,abc_xyz
HOBBIES_1_098,CA_4,6850.30991268158,2.151515199817917,A,Z,AZ
HOUSEHOLD_1_151,TX_2,6849.820044398308,0.9292707302433185,A,Y,AY
HOUSEHOLD_2_320,CA_3,6849.380211353302,2.122965413499589,A,Z,AZ
HOUSEHOLD_2_172,TX_1,6849.199870586395,1.9523970514767426,A,Z,AZ
HOBBIES_1_371,CA_4,6848.8600097596645,1.0655016270130804,A,Z,AZ
FOODS_3_665,CA_2,6847.940043926239,2.1022083161242833,A,Z,AZ
FOODS_3_026,WI_3,6846.840065956116,1.1190151063891145,A,Z,AZ
HOUSEHOLD_1_351,CA_1,6846.790145158768,1.1924614577147963,A,Z,AZ
FOODS_3_414,CA_2,6843.059747695923,1.8952679129922871,A,Z,AZ
HOUSEHOLD_1_447,WI_1,6842.960145950317,1.0326144481199018,A,Z,AZ
HOUSEHOLD_2_217,CA_2,6842.079727172852,1.4903609082351963,A,Z,AZ
FOODS_3_258,CA_4,6841.1600177288055,0.9459094257363276,A,Y,AY
FOODS_3_746,CA_4,6840.900065898895,0.8705553134938666,A,Y,AY
HOBBIES_1_120,CA_1,6840.539714813232,1.9783799836918639,A,Z,AZ
FOODS_3_656,TX_3,6840.480062484741,1.4629664229305774,A,Z,AZ
HOUSEHOLD_1_478,WI_3,6838.140197753906,1.1641951170392477,A,Z,AZ
HOUSEHOLD_1_169,WI_1,6837.8600907325745,1.3067395772318195,A,Z,AZ
FOODS_1_004,CA_4,6835.239987850189,1.2765120201623101,A,Z,AZ
FOODS_3_206,WI_3,6834.560043334961,1.6605859750878496,A,Z,AZ
FOODS_2_367,WI_1,6833.709924697876,1.6280116762593266,A,Z,AZ
HOUSEHOLD_1_289,TX_2,6832.68989276886,1.2928278631960786,A,Z,AZ
FOODS_1_153,CA_3,6832.239976406097,1.0377320658481077,A,Z,AZ
FOODS_3_168,TX_2,6829.1001353263855,1.5397777672954336,A,Z,AZ
FOODS_3_578,CA_2,6828.619971036911,1.2019737305035036,A,Z,AZ
HOUSEHOLD_2_037,TX_2,6827.250247955322,1.9355642729502673,A,Z,AZ
FOODS_3_126,CA_1,6826.70001745224,1.2389405681223526,A,Z,AZ
HOBBIES_1_159,CA_1,6826.680020093918,1.3832490697720403,A,Z,AZ
HOUSEHOLD_1_316,TX_2,6823.800053596497,1.180608543616902,A,Z,AZ
HOUSEHOLD_2_033,CA_2,6823.629794597626,1.753206571241253,A,Z,AZ
HOUSEHOLD_2_246,CA_1,6823.289900779724,1.5268662458862403,A,Z,AZ
FOODS_2_317,CA_1,6823.060036659241,2.3033017460000673,A,Z,AZ
FOODS_2_038,CA_4,6821.759914398193,1.5227626803650134,A,Z,AZ
HOUSEHOLD_1_221,TX_3,6821.280083656311,2.3157535276199126,A,Z,AZ
HOUSEHOLD_1_369,TX_3,6820.54993891716,1.310576299416751,A,Z,AZ
FOODS_2_294,CA_2,6820.090023994446,1.1698252354607948,A,Z,AZ
HOBBIES_1_278,CA_4,6819.119913160801,1.5680789687515977,A,Z,AZ
HOUSEHOLD_1_215,CA_3,6818.799932479858,0.9583026893932898,A,Y,AY
FOODS_3_271,CA_2,6818.340047836304,1.3577505168350326,A,Z,AZ
HOBBIES_1_164,WI_3,6817.01019859314,1.6460310697397167,A,Z,AZ
HOUSEHOLD_1_497,WI_1,6816.500120162964,2.3126447902619907,A,Z,AZ
FOODS_3_285,CA_4,6815.109931111336,1.1780519319130052,A,Z,AZ
FOODS_1_006,CA_3,6814.470037937164,1.378387363148265,A,Z,AZ
FOODS_1_027,TX_1,6813.559967517853,1.5314615175264659,A,Z,AZ
FOODS_2_061,TX_2,6810.1500408649445,1.0865452622349903,A,Z,AZ
FOODS_3_738,TX_1,6808.430024623871,1.203473822884853,A,Z,AZ
FOODS_3_725,WI_1,6807.120265960693,1.3651457589228924,A,Z,AZ
FOODS_2_201,CA_4,6806.300105571747,2.1238095804132295,A,Z,AZ
HOUSEHOLD_1_443,TX_1,6806.220128774643,1.1947143680995624,A,Z,AZ
HOBBIES_1_024,WI_1,6805.599802017212,2.1036010876293108,A,Z,AZ
FOODS_2_282,CA_4,6802.279978752136,1.573669798208246,A,Z,AZ
FOODS_3_800,CA_1,6801.909996986389,1.5465240052447133,A,Z,AZ
FOODS_3_590,WI_2,6800.220130443573,1.5955719064182499,A,Z,AZ
FOODS_3_448,CA_2,6800.159972667694,1.211699978172767,A,Z,AZ
HOBBIES_1_260,CA_4,6799.04003238678,2.0272920214525953,A,Z,AZ
FOODS_3_023,CA_2,6796.720026731491,1.4158005233492057,A,Z,AZ
FOODS_3_617,TX_3,6796.319989681244,1.2468348597204153,A,Z,AZ
FOODS_1_026,CA_1,6794.460031032562,1.7476711807478638,A,Z,AZ
FOODS_2_075,TX_1,6792.879829645157,1.2234509465498704,A,Z,AZ
HOUSEHOLD_1_009,CA_1,6792.659740447998,2.746243276150025,A,Z,AZ
HOUSEHOLD_1_475,CA_3,6792.190183162689,1.2557088586858982,A,Z,AZ
HOUSEHOLD_2_384,CA_3,6791.689956665039,1.690646318772108,A,Z,AZ
FOODS_3_110,CA_3,6788.959944725037,2.1583112873653616,A,Z,AZ
HOUSEHOLD_2_159,WI_2,6788.400096178055,1.3079928265803462,A,Z,AZ
FOODS_1_061,CA_1,6788.400021791458,1.1435494314537638,A,Z,AZ
FOODS_3_265,WI_1,6788.120028734207,1.1126603053773967,A,Z,AZ
HOUSEHOLD_1_039,CA_1,6786.910112857819,1.2986874847853276,A,Z,AZ
FOODS_3_035,WI_1,6786.600096940994,1.6112179415078893,A,Z,AZ
HOUSEHOLD_1_430,CA_3,6785.870186030865,2.4546286998949456,A,Z,AZ
FOODS_3_742,CA_3,6785.419939994812,1.305830785568481,A,Z,AZ
HOUSEHOLD_2_466,CA_3,6785.349812984467,1.6543167315833145,A,Z,AZ
FOODS_3_422,TX_2,6784.859862565994,1.4472492249574942,A,Z,AZ
FOODS_3_334,CA_4,6783.5199546813965,1.7788546753053958,A,Z,AZ
FOODS_2_218,CA_3,6783.009961843491,1.159804472864129,A,Z,AZ
FOODS_1_147,CA_3,6782.200085639954,1.7570622332761272,A,Z,AZ
HOUSEHOLD_2_025,CA_2,6781.029737949371,1.473070626464719,A,Z,AZ
FOODS_3_132,CA_4,6779.660098314285,1.0922336643084238,A,Z,AZ
FOODS_2_137,TX_2,6779.340016365051,1.2781753320912124,A,Z,AZ
FOODS_2_307,CA_4,6779.329938650131,1.3483648117685543,A,Z,AZ
FOODS_3_236,CA_2,6775.939987182617,1.6416464160823803,A,Z,AZ
FOODS_3_116,CA_1,6773.219780802727,1.0478223059278904,A,Z,AZ
FOODS_3_294,CA_4,6773.110054254532,1.3620626636085238,A,Z,AZ
HOUSEHOLD_1_143,TX_3,6772.860098361969,1.4227660015551715,A,Z,AZ
FOODS_1_110,CA_4,6772.7000069618225,1.3734917963964144,A,Z,AZ
FOODS_2_189,CA_4,6772.379976272583,1.103508467030343,A,Z,AZ
FOODS_3_281,TX_1,6771.889943420887,1.4023192315300073,A,Z,AZ
HOUSEHOLD_1_411,WI_3,6770.38001704216,1.2206497032820773,A,Z,AZ
FOODS_3_405,WI_1,6769.3600425720215,1.2430063432649783,A,Z,AZ
HOUSEHOLD_1_287,CA_4,6769.060167312622,1.221336921234485,A,Z,AZ
HOUSEHOLD_2_257,CA_2,6768.750059604645,1.656126418732088,A,Z,AZ
FOODS_2_102,CA_1,6768.490164756775,2.7564369717212163,A,Z,AZ
HOUSEHOLD_1_114,CA_2,6767.690199613571,0.8997691306503536,A,Y,AY
FOODS_3_509,CA_3,6767.640065193176,1.3221143456263993,A,Z,AZ
FOODS_2_204,TX_1,6766.919807255268,0.9181267457211014,A,Y,AY
HOUSEHOLD_1_013,WI_2,6765.3598799705505,1.8735945413886486,A,Z,AZ
FOODS_2_317,WI_1,6764.670084953308,2.292394584104167,A,Z,AZ
FOODS_3_502,TX_2,6764.359991073608,1.4144684572233586,A,Z,AZ
FOODS_1_191,CA_3,6762.409962654114,1.9353915512438518,A,Z,AZ
HOUSEHOLD_2_248,CA_1,6762.360233306885,2.7335927348791667,A,Z,AZ
FOODS_3_732,WI_3,6762.140112400055,1.2729844857207164,A,Z,AZ
FOODS_3_287,WI_1,6761.400032997131,1.6148755805002029,A,Z,AZ
HOUSEHOLD_2_029,CA_3,6761.320123672485,1.967454420102665,A,Z,AZ
FOODS_2_289,CA_1,6760.999975204468,1.3917104411814591,A,Z,AZ
FOODS_2_231,WI_1,6760.75,1.5360520903414736,A,Z,AZ
FOODS_3_440,CA_3,6760.540030479431,2.044664223201793,A,Z,AZ
HOUSEHOLD_2_083,CA_3,6760.380146026611,2.134460163439625,A,Z,AZ
HOUSEHOLD_2_159,TX_1,6759.190096616745,1.271965921200121,A,Z,AZ
HOBBIES_1_203,CA_3,6759.119762420654,2.3112940011188776,A,Z,AZ
HOUSEHOLD_1_079,TX_1,6758.270146846771,1.4464120921910002,A,Z,AZ
FOODS_3_432,WI_1,6757.880066871643,1.4597055615688814,A,Z,AZ
HOBBIES_1_068,TX_2,6755.860219955444,1.6203494406602525,A,Z,AZ
HOUSEHOLD_1_224,WI_3,6755.289924621582,1.8446683372634187,A,Z,AZ
FOODS_3_664,CA_1,6754.989992141724,1.6177265378815093,A,Z,AZ
FOODS_3_208,TX_2,6754.3600697517395,1.6955226788671942,A,Z,AZ
HOBBIES_1_163,CA_3,6754.140054702759,1.8201120032851075,A,Z,AZ
FOODS_3_523,TX_2,6753.780065059662,1.443152273950753,A,Z,AZ
HOBBIES_1_423,WI_2,6753.640182495117,1.5410809839707624,A,Z,AZ
HOUSEHOLD_1_404,TX_2,6748.100045800209,1.1997589888907154,A,Z,AZ
HOBBIES_1_384,TX_1,6743.639717102051,2.209160432330542,A,Z,AZ
FOODS_2_119,TX_3,6743.120081663132,1.0807908718690318,A,Z,AZ
FOODS_1_217,CA_4,6741.919947862625,1.5632832288620826,A,Z,AZ
FOODS_3_183,TX_3,6739.420040369034,1.1499258205522298,A,Z,AZ
FOODS_3_110,CA_1,6738.039940834045,2.2001226653114854,A,Z,AZ
HOBBIES_1_254,CA_2,6737.92004430294,1.2392781069593393,A,Z,AZ
HOUSEHOLD_1_291,TX_2,6737.399945259094,1.2873795473493437,A,Z,AZ
HOBBIES_1_151,CA_1,6736.919900894165,1.2311213061905373,A,Z,AZ
FOODS_3_769,TX_3,6735.989956140518,1.3677609157736503,A,Z,AZ
FOODS_3_673,TX_2,6733.480021476746,2.065379136237372,A,Z,AZ
HOUSEHOLD_2_511,CA_1,6733.479783535004,1.1979905430300917,A,Z,AZ
HOUSEHOLD_1_224,CA_1,6733.409930229187,1.8281798948656869,A,Z,AZ
FOODS_3_249,CA_2,6733.310111522675,1.7497029853850872,A,Z,AZ
FOODS_2_175,CA_1,6733.240046977997,1.541876499187524,A,Z,AZ
FOODS_1_099,WI_2,6732.600131034851,1.2473195922599103,A,Z,AZ
FOODS_2_189,WI_2,6732.5,1.5796683175805575,A,Z,AZ
HOUSEHOLD_2_128,CA_1,6732.070051193237,1.7627115952358383,A,Z,AZ
FOODS_3_559,CA_1,6731.080077409744,1.001923569420812,A,Z,AZ
HOBBIES_1_210,CA_3,6729.989961147308,1.943875621460826,A,Z,AZ
FOODS_3_505,WI_3,6727.779954433441,1.375742895739908,A,Z,AZ
FOODS_1_099,CA_2,6727.700130939484,1.288628120777436,A,Z,AZ
HOUSEHOLD_1_011,WI_3,6727.390166282654,1.4615290141513988,A,Z,AZ
HOUSEHOLD_2_357,CA_2,6727.329822063446,2.1074871354417604,A,Z,AZ
HOUSEHOLD_1_515,CA_2,6725.810077905655,1.2917019337355071,A,Z,AZ
HOBBIES_1_126,CA_1,6725.15994644165,2.127858032619208,A,Z,AZ
FOODS_2_357,TX_2,6725.119955062866,0.9680154256700456,A,Y,AY
FOODS_3_508,WI_2,6725.0,1.0182876394025537,A,Z,AZ
HOUSEHOLD_1_241,TX_1,6723.280047893524,1.6524193959276796,A,Z,AZ
FOODS_2_346,CA_1,6723.140309333801,2.2784910900333677,A,Z,AZ
FOODS_3_532,CA_2,6721.060043811798,1.6778178228083165,A,Z,AZ
FOODS_3_655,WI_2,6721.0400767326355,1.0851409475449905,A,Z,AZ
FOODS_3_434,WI_1,6720.1002378463745,1.2167796197005853,A,Z,AZ
HOUSEHOLD_1_048,CA_4,6719.439796924591,1.3094724185459552,A,Z,AZ
FOODS_3_356,CA_2,6719.160039663315,1.211855608436536,A,Z,AZ
FOODS_1_098,WI_3,6718.139988899231,2.2395222655995894,A,Z,AZ
FOODS_3_087,WI_3,6716.899993419647,1.3946233153076175,A,Z,AZ
HOUSEHOLD_2_514,TX_2,6715.759910583496,2.463671026901735,A,Z,AZ
FOODS_3_812,WI_3,6715.720126628876,1.1296153291532092,A,Z,AZ
FOODS_1_210,TX_1,6714.900014877319,1.7479311742120285,A,Z,AZ
HOUSEHOLD_2_321,CA_3,6714.449945926666,1.445352094091224,A,Z,AZ
HOUSEHOLD_1_468,TX_2,6713.04002571106,1.2389834524404617,A,Z,AZ
HOUSEHOLD_2_492,WI_3,6712.349956035614,1.6231251345609239,A,Z,AZ
HOUSEHOLD_1_508,CA_1,6712.040132522583,1.6282619412907144,A,Z,AZ
FOODS_3_569,WI_3,6712.020060062408,1.7565218769095388,A,Z,AZ
FOODS_3_041,TX_2,6709.33004283905,1.4687644741049428,A,Z,AZ
HOUSEHOLD_1_477,CA_2,6708.6399002075195,2.9938142771133704,A,Z,AZ
FOODS_3_025,CA_3,6707.520266532898,1.419516722203799,A,Z,AZ
FOODS_2_075,TX_2,6707.489827871323,1.1897524764764933,A,Z,AZ
FOODS_3_810,WI_1,6707.299991846085,1.3333986765949044,A,Z,AZ
FOODS_3_513,WI_1,6705.660027980804,1.374990128875579,A,Z,AZ
FOODS_3_266,CA_3,6705.640073060989,1.3425715462050896,A,Z,AZ
FOODS_3_207,CA_3,6704.700069665909,1.5203204051879087,A,Z,AZ
HOUSEHOLD_1_351,WI_1,6704.600141525269,1.2079791657044672,A,Z,AZ
FOODS_1_005,TX_2,6704.099951788783,1.9931144302244426,A,Z,AZ
FOODS_3_492,WI_3,6702.020042896271,1.1401364700949856,A,Z,AZ
FOODS_3_755,WI_1,6701.15996837616,1.1543022514018868,A,Z,AZ
HOUSEHOLD_1_001,CA_3,6698.939778804779,1.6541248610337829,A,Z,AZ
FOODS_3_761,WI_2,6698.0,1.411206368885525,A,Z,AZ
HOUSEHOLD_1_117,WI_1,6697.539898395538,1.7838716591647523,A,Z,AZ
HOUSEHOLD_1_429,CA_2,6697.360070228577,1.7380640106769067,A,Z,AZ
HOBBIES_1_020,CA_3,6696.850072860718,2.0017458015265954,A,Z,AZ
HOUSEHOLD_1_511,CA_1,6696.479795455933,1.5018841303087596,A,Z,AZ
FOODS_3_488,TX_3,6696.399972915649,1.3571009652108492,A,Z,AZ
FOODS_3_769,CA_4,6696.269940257072,1.2276597665064988,A,Z,AZ
HOUSEHOLD_2_403,CA_1,6695.939934253693,1.4446691218341998,A,Z,AZ
HOBBIES_1_298,CA_1,6694.4401087760925,1.402952449332213,A,Z,AZ
FOODS_2_206,WI_2,6694.099704742432,3.4917716423861336,A,Z,AZ
HOUSEHOLD_1_142,WI_2,6692.90979719162,1.5872626530115668,A,Z,AZ
FOODS_2_119,WI_3,6692.360111236572,1.2451576857978313,A,Z,AZ
HOUSEHOLD_1_075,CA_1,6691.230046749115,1.0960745557689962,A,Z,AZ
FOODS_3_081,CA_2,6690.959814071655,1.3951060650905756,A,Z,AZ
FOODS_2_288,CA_2,6690.400123119354,1.3672395582445966,A,Z,AZ
HOBBIES_1_128,TX_2,6689.509823322296,1.6376098048729046,A,Z,AZ
HOBBIES_1_341,CA_1,6688.680015444756,1.3058788697121197,A,Z,AZ
FOODS_3_012,CA_1,6688.420052289963,1.3586185623904519,A,Z,AZ
HOUSEHOLD_1_236,CA_4,6688.0100955963135,1.0611823274269359,A,Z,AZ
HOBBIES_1_309,CA_1,6687.959858894348,1.5373323196670505,A,Z,AZ
FOODS_2_049,WI_3,6687.350122213364,1.3510014554272565,A,Z,AZ
HOUSEHOLD_2_037,CA_4,6686.4602394104,1.970942739125672,A,Z,AZ
HOUSEHOLD_1_539,WI_3,6685.800137042999,1.246365849327681,A,Z,AZ
HOUSEHOLD_1_241,WI_3,6685.4800481796265,1.6907317703074798,A,Z,AZ
FOODS_1_038,TX_3,6685.059698104858,2.0506045192503937,A,Z,AZ
HOUSEHOLD_2_292,CA_2,6683.38014793396,2.0611078627437145,A,Z,AZ
HOBBIES_1_019,CA_3,6683.340043455362,1.2376938477371395,A,Z,AZ
HOUSEHOLD_2_356,CA_1,6681.7600774765015,1.8197788178755627,A,Z,AZ
HOBBIES_1_253,CA_1,6679.779874801636,2.582436696211705,A,Z,AZ
FOODS_3_459,WI_3,6679.639983057976,1.6988875448467704,A,Z,AZ
FOODS_3_272,CA_2,6678.7397384643555,2.0974718550677895,A,Z,AZ
HOBBIES_1_410,CA_4,6677.879791259766,3.071220351160343,A,Z,AZ
HOUSEHOLD_1_431,CA_1,6677.669991493225,2.578637816921071,A,Z,AZ
HOBBIES_1_116,TX_3,6677.039783477783,1.6033879329125722,A,Z,AZ
HOUSEHOLD_2_472,TX_1,6676.519817352295,1.6547826943727273,A,Z,AZ
FOODS_2_217,CA_3,6676.280030250549,1.3945137632354367,A,Z,AZ
HOUSEHOLD_2_045,CA_1,6676.180130004883,1.8849161920234616,A,Z,AZ
HOBBIES_1_204,TX_2,6675.7598876953125,2.779221660224024,A,Z,AZ
FOODS_2_289,WI_1,6675.0,1.5369953288700824,A,Z,AZ
FOODS_2_099,WI_1,6674.750056505203,1.4409631086441057,A,Z,AZ
FOODS_2_204,WI_3,6671.339999496937,1.1160005123489778,A,Z,AZ
HOUSEHOLD_2_369,CA_4,6670.159784317017,1.5147872915663676,A,Z,AZ
HOUSEHOLD_1_059,WI_1,6669.619765996933,1.2841429727758942,A,Z,AZ
HOUSEHOLD_2_324,WI_2,6666.880131721497,2.261379854338696,A,Z,AZ
HOBBIES_1_253,CA_2,6666.669865608215,2.5172450189739863,A,Z,AZ
FOODS_3_665,WI_1,6666.260042667389,2.2748602361669046,A,Z,AZ
FOODS_2_119,WI_1,6665.630124330521,1.331570829391431,A,Z,AZ
HOUSEHOLD_1_305,TX_2,6664.680064201355,1.2165471779330093,A,Z,AZ
FOODS_2_154,TX_1,6664.0800313949585,2.0905209987792928,A,Z,AZ
HOUSEHOLD_2_115,TX_2,6664.079900503159,1.3673017003915289,A,Z,AZ
HOUSEHOLD_2_037,WI_2,6662.680233001709,1.9636796242855983,A,Z,AZ
FOODS_3_144,WI_2,6662.220003247261,1.0316113820873842,A,Z,AZ
HOUSEHOLD_1_089,CA_1,6662.159722328186,1.4379122768709958,A,Z,AZ
HOUSEHOLD_1_399,CA_3,6661.7302367687225,1.4847153764742531,A,Z,AZ
HOUSEHOLD_1_517,TX_1,6661.720119714737,1.2674636971071984,A,Z,AZ
HOUSEHOLD_1_540,TX_2,6661.119948863983,1.150037771153876,A,Z,AZ
HOUSEHOLD_1_002,CA_3,6660.089766740799,1.7200067087608815,A,Z,AZ
FOODS_3_108,CA_2,6660.0,1.0642097571776614,A,Z,AZ
FOODS_3_283,WI_3,6659.200168132782,1.694798126294603,A,Z,AZ
HOUSEHOLD_1_265,TX_3,6656.060042381287,1.554886583523006,A,Z,AZ
FOODS_1_067,CA_4,6654.08006477356,1.096212828560563,A,Z,AZ
HOBBIES_1_257,TX_3,6653.720090866089,2.3125703009857754,A,Z,AZ
FOODS_3_225,CA_1,6652.800064086914,1.1099409406465535,A,Z,AZ
FOODS_3_241,TX_3,6651.479964494705,1.4771252238971668,A,Z,AZ
HOUSEHOLD_1_270,CA_3,6651.479917526245,2.1772356202372087,A,Z,AZ
HOBBIES_1_317,TX_2,6651.3400182724,1.5113729271217657,A,Z,AZ
HOUSEHOLD_2_453,TX_1,6651.159784317017,1.6154123064600336,A,Z,AZ
HOUSEHOLD_2_172,CA_1,6650.389925003052,1.5767352998166342,A,Z,AZ
HOUSEHOLD_1_329,CA_1,6650.319935321808,1.6459085307143682,A,Z,AZ
HOUSEHOLD_1_205,CA_1,6649.289883613586,1.5827553798887872,A,Z,AZ
FOODS_1_034,CA_2,6648.949876785278,1.553831791252744,A,Z,AZ
FOODS_3_530,TX_2,6648.759835481644,1.3933106399403865,A,Z,AZ
FOODS_3_566,WI_1,6648.0,1.3612707674808513,A,Z,AZ
FOODS_3_183,CA_2,6647.40003824234,1.1992316994265442,A,Z,AZ
FOODS_3_213,TX_1,6646.750049591064,1.5495573436594474,A,Z,AZ
HOBBIES_1_128,TX_3,6646.5001583099365,1.77637030394195,A,Z,AZ
HOUSEHOLD_1_482,CA_2,6645.440111160278,1.3014205873569595,A,Z,AZ
HOUSEHOLD_1_441,TX_3,6645.229954242706,3.2613113227076544,A,Z,AZ
HOUSEHOLD_2_349,CA_1,6644.919709205627,1.540099357859483,A,Z,AZ
FOODS_2_309,CA_1,6644.820104837418,1.2152001815633116,A,Z,AZ
HOUSEHOLD_1_007,CA_1,6643.739964008331,1.0152080335517912,A,Z,AZ
FOODS_3_392,CA_4,6641.440144777298,1.3141608173107513,A,Z,AZ
HOUSEHOLD_1_348,TX_1,6641.280059456825,1.2677403329421983,A,Z,AZ
FOODS_2_174,CA_3,6640.800060629845,1.4633448937811957,A,Z,AZ
FOODS_2_397,TX_3,6640.529842853546,1.55400109786102,A,Z,AZ
FOODS_3_388,TX_1,6639.660051345825,1.6273362746588962,A,Z,AZ
HOUSEHOLD_2_356,TX_1,6639.360076904297,1.8705197322876737,A,Z,AZ
HOBBIES_1_373,TX_3,6638.720120429993,2.279898911468232,A,Z,AZ
HOUSEHOLD_1_269,TX_3,6638.190068721771,1.1781489466016037,A,Z,AZ
FOODS_1_024,CA_4,6636.55987405777,1.3838660746452616,A,Z,AZ
HOBBIES_1_151,TX_1,6635.459805965424,1.3595969975073088,A,Z,AZ
HOUSEHOLD_1_246,TX_1,6634.660031795502,2.4974382217471396,A,Z,AZ
FOODS_3_715,CA_1,6634.660031795502,1.3538038900444633,A,Z,AZ
FOODS_2_211,WI_3,6633.979959726334,1.4089936638436187,A,Z,AZ
HOUSEHOLD_1_093,CA_1,6632.820071697235,1.633114006225691,A,Z,AZ
HOUSEHOLD_1_376,TX_2,6632.0401158332825,1.3071411303977876,A,Z,AZ
FOODS_3_118,TX_2,6631.679796695709,1.1109786752718487,A,Z,AZ
FOODS_1_103,TX_1,6631.380060911179,1.8631344009538664,A,Z,AZ
FOODS_2_303,CA_3,6630.970114946365,1.3964420110052957,A,Z,AZ
FOODS_2_042,WI_2,6630.420042037964,1.299905411766653,A,Z,AZ
FOODS_1_127,CA_3,6630.140001296997,1.3340405703461822,A,Z,AZ
FOODS_3_328,CA_1,6630.100131034851,1.276445868053678,A,Z,AZ
HOUSEHOLD_1_220,CA_3,6629.360129117966,1.2153062332311648,A,Z,AZ
HOUSEHOLD_1_401,TX_2,6628.9801206588745,2.062395194572332,A,Z,AZ
HOUSEHOLD_1_319,CA_1,6628.92010974884,0.9005439860873139,A,Y,AY
FOODS_3_133,WI_3,6628.420004725456,1.052519664092039,A,Z,AZ
FOODS_2_297,TX_3,6626.55996632576,1.5389420414286192,A,Z,AZ
FOODS_3_285,WI_2,6625.209946036339,1.225777378210335,A,Z,AZ
FOODS_3_812,CA_2,6625.160135269165,1.1774105904772298,A,Z,AZ
FOODS_3_369,TX_3,6624.860020637512,1.2518189967497773,A,Z,AZ
FOODS_3_283,CA_1,6623.7001893520355,1.2305106920416529,A,Z,AZ
FOODS_3_485,TX_2,6623.320037603378,1.3085692718279929,A,Z,AZ
FOODS_1_198,CA_2,6622.990082859993,1.7076053128648265,A,Z,AZ
FOODS_3_766,CA_2,6622.900170326233,1.0905392952073072,A,Z,AZ
FOODS_2_200,WI_2,6622.620101928711,1.803006105019524,A,Z,AZ
FOODS_3_780,WI_1,6621.560042381287,2.149353313844969,A,Z,AZ
FOODS_3_236,WI_2,6621.019991874695,1.5599995217063465,A,Z,AZ
FOODS_1_207,CA_2,6618.719839096069,1.4734416540444566,A,Z,AZ
HOUSEHOLD_1_038,TX_3,6617.559773445129,1.2570425425004976,A,Z,AZ
FOODS_3_636,CA_4,6617.439994335175,1.749879646142717,A,Z,AZ
HOUSEHOLD_2_071,CA_1,6616.189784526825,1.7118311830400328,A,Z,AZ
HOUSEHOLD_1_428,CA_1,6615.09982585907,1.6629683649553326,A,Z,AZ
HOUSEHOLD_1_247,TX_2,6614.430195093155,0.6924951327314913,A,Y,AY
HOBBIES_1_317,TX_3,6612.750001907349,1.8197322756573777,A,Z,AZ
FOODS_3_006,WI_2,6611.32009601593,2.195098057055626,A,Z,AZ
FOODS_2_297,CA_3,6610.749948501587,1.4177291234357303,A,Z,AZ
HOUSEHOLD_1_210,TX_1,6610.240190029144,1.820694820755153,A,Z,AZ
HOUSEHOLD_1_113,CA_1,6610.229863643646,1.9700263942516316,A,Z,AZ
HOUSEHOLD_1_083,WI_1,6609.3401436805725,0.8965713833485797,A,Y,AY
HOBBIES_1_332,TX_2,6608.1700649261475,1.7371106798566438,A,Z,AZ
HOUSEHOLD_1_456,WI_1,6607.559801101685,2.182728806725055,A,Z,AZ
FOODS_3_675,TX_2,6606.4200394153595,1.213790892662583,A,Z,AZ
FOODS_1_140,WI_1,6605.140033245087,1.7705230930257452,A,Z,AZ
HOUSEHOLD_1_126,WI_3,6604.180030822754,1.8119248950848377,A,Z,AZ
HOUSEHOLD_1_445,TX_3,6604.1500371694565,0.9681383525186213,A,Y,AY
FOODS_2_081,WI_3,6604.139904260635,1.2277532300860663,A,Z,AZ
HOUSEHOLD_1_128,CA_1,6602.8800184726715,1.1175215574267068,A,Z,AZ
HOBBIES_1_203,CA_1,6602.879768371582,2.3002373524714135,A,Z,AZ
FOODS_3_616,CA_1,6602.760103225708,1.3420040041876695,A,Z,AZ
FOODS_3_819,TX_2,6602.119995355606,1.3566489249622158,A,Z,AZ
FOODS_1_133,WI_2,6601.95005774498,2.3959452585628034,A,Z,AZ
FOODS_3_276,CA_4,6600.72004032135,1.4310568200159206,A,Z,AZ
HOBBIES_1_338,WI_3,6599.759987831116,1.7344570652821591,A,Z,AZ
HOUSEHOLD_1_178,CA_3,6599.019784212112,1.2803152066752381,A,Z,AZ
FOODS_2_305,CA_1,6598.739993095398,1.7450073043431722,A,Z,AZ
HOBBIES_2_075,TX_3,6598.160113334656,1.4306469530395893,A,Z,AZ
HOUSEHOLD_2_367,CA_3,6596.099804878235,1.645297625948329,A,Z,AZ
FOODS_2_232,CA_1,6595.869831085205,1.2498613944336117,A,Z,AZ
HOBBIES_1_085,TX_1,6594.560119628906,2.654155837155792,A,Z,AZ
HOUSEHOLD_1_048,WI_1,6594.479800701141,1.133868626236283,A,Z,AZ
HOUSEHOLD_1_325,CA_1,6592.410111188889,1.3732943220694551,A,Z,AZ
HOUSEHOLD_2_472,TX_2,6590.879843711853,1.6151155079032007,A,Z,AZ
HOUSEHOLD_2_450,TX_2,6590.710187911987,1.8417402367993891,A,Z,AZ
FOODS_2_339,CA_3,6590.569956302643,1.4607670439086453,A,Z,AZ
FOODS_1_137,CA_4,6590.460060596466,1.21948375380748,A,Z,AZ
HOUSEHOLD_1_091,TX_2,6590.21982383728,1.7362542357639674,A,Z,AZ
HOUSEHOLD_2_483,WI_2,6589.419754981995,1.3754382932758504,A,Z,AZ
HOUSEHOLD_2_409,TX_1,6589.0700895786285,1.2746242852285712,A,Z,AZ
FOODS_3_609,CA_1,6585.800042152405,1.6285011925036443,A,Z,AZ
