item_id,store_id,cat_id,dept_id,abc_class,sell_price,Cu,Co,CR,forecast_mean,demand_std,Q_star,EOQ,q_difference,q_difference_pct,expected_sales,expected_leftover,expected_stockout,expected_profit_newsvendor,expected_profit_eoq,profit_improvement,profit_improvement_pct
FOODS_2_067,CA_1,FOODS,FOODS_2,B,2.18,0.654,0.21800000000000003,0.7499999999999999,1.5556985710754387,1.0,2.2,114.0,-111.8,-98.07017543859648,1.7230172056818167,0.47698279431818347,-0.16731863460637797,1.022871003354544,-23.49543084602222,24.518301849376765,104.35348902541072
FOODS_2_068,CA_1,FOODS,FOODS_2,C,7.24,2.172,0.7240000000000001,0.75,0.2817789926973686,1.0,1.0,27.0,-26.0,-96.29629629629629,0.4515021677606388,0.5484978322393612,-0.16972317506327017,0.5835502778348098,-18.731968037148423,19.315518314983233,103.11526411254567
FOODS_2_069,CA_1,FOODS,FOODS_2,B,8.98,2.694,0.8980000000000001,0.75,0.7141893646185752,1.0,1.4,38.0,-36.6,-96.3157894736842,0.8831842594728324,0.5168157405271675,-0.16899489485425723,1.9151978600264141,-31.558631802290083,33.4738296623165,106.06869737580777
FOODS_2_070,CA_1,FOODS,FOODS_2,B,5.98,1.794,0.5980000000000001,0.7499999999999999,1.3636490725945456,1.0,2.0,65.0,-63.0,-96.92307692307692,1.5305472860259146,0.4694527139740854,-0.166898213431369,2.4650691081739877,-35.608151418353856,38.07322052652784,106.92276630486184
FOODS_2_071,CA_1,FOODS,FOODS_2,C,4.48,1.344,0.44800000000000006,0.7499999999999999,0.7434024757120039,1.0,1.4,55.0,-53.6,-97.45454545454547,0.9113075096546491,0.4886924903453508,-0.16790503394264522,1.0058630573011313,-23.307822763524094,24.313685820825224,104.31555991954457
FOODS_2_072,CA_1,FOODS,FOODS_2,B,2.88,0.864,0.288,0.75,0.5467887847195868,1.4156158567804522,1.5,59.0,-57.5,-97.45762711864407,0.7854356164744708,0.7145643835255292,-0.238646831754884,0.4728218301785904,-16.362099320003033,16.83492115018162,102.88973817437078
FOODS_2_073,CA_1,FOODS,FOODS_2,C,5.98,1.794,0.5980000000000001,0.7499999999999999,0.2467126700312454,1.0363754503432017,0.9,27.0,-26.1,-96.66666666666667,0.4193309531018862,0.48066904689811385,-0.17261828307064078,0.4648396398197117,-15.555863293285261,16.020702933104975,102.98819571151903
FOODS_2_074,CA_1,FOODS,FOODS_2,A,2.5,0.75,0.25,0.75,2.97539744230941,2.48673730696719,4.7,147.0,-142.3,-96.80272108843539,3.3961859390131,1.3038140609869,-0.4207884967036901,2.2211859390131,-33.77460255769059,35.99578849670369,106.5764976367052
FOODS_2_075,CA_1,FOODS,FOODS_2,A,2.38,0.714,0.238,0.75,2.190265426919262,1.7946864547601262,3.4,130.0,-126.6,-97.38461538461539,2.4928625394368895,0.9071374605631104,-0.30259711251762766,1.5640051375439188,-28.85486731357286,30.41887245111678,105.42024719970983
FOODS_2_076,CA_1,FOODS,FOODS_2,B,9.97,2.991,0.9970000000000001,0.7499999999999999,0.2944380233648461,1.0,1.0,23.0,-22.0,-95.65217391304348,0.46393538063824585,0.5360646193617542,-0.16949735727339976,0.8531742979853243,-21.756781162820992,22.609955460806315,103.92141784026062
FOODS_2_077,CA_1,FOODS,FOODS_2,B,6.48,1.944,0.6480000000000001,0.75,0.8289981018970952,1.7008401285415224,2.0,48.0,-46.0,-95.83333333333334,1.1165655989233163,0.8834344010766837,-0.2875674970262211,1.5981380324092358,-28.955236919882736,30.55337495229197,105.51934020374682
FOODS_2_078,CA_1,FOODS,FOODS_2,A,9.88,2.964,0.9880000000000001,0.75,0.7900534284956823,1.2018504251546631,1.6,38.0,-36.4,-95.78947368421052,0.9926877000168826,0.6073122999831175,-0.20263427152120028,2.3423017904667196,-34.42170885058507,36.76401064105179,106.80472256805724
FOODS_2_079,CA_1,FOODS,FOODS_2,B,3.87,1.161,0.387,0.75,0.7466013789503213,1.0,1.4,59.0,-57.6,-97.6271186440678,0.9143612552232249,0.48563874477677504,-0.16775987627290356,0.8736312230855521,-21.677261065384904,22.550892288470457,104.03017346356825
FOODS_2_080,CA_1,FOODS,FOODS_2,B,2.18,0.654,0.21800000000000003,0.7499999999999999,3.517239076252652,1.0,4.2,172.0,-167.8,-97.55813953488372,3.686139765335654,0.5138602346643464,-0.1689006890830016,2.29871387537269,-34.428967525507694,36.727681400880385,106.67668547907985
FOODS_2_081,CA_1,FOODS,FOODS_2,A,2.62,0.786,0.262,0.75,2.0021480967482423,2.516348660661035,3.7,118.0,-114.3,-96.86440677966101,2.42648232290646,1.2735176770935404,-0.4243342261582175,1.57355347440597,-28.81774879460784,30.39130226901381,105.46036224280087
FOODS_2_082,CA_1,FOODS,FOODS_2,A,5.98,1.794,0.5980000000000001,0.7499999999999999,1.897660738709259,1.7837480007873685,3.1,76.0,-72.9,-95.92105263157895,2.198412756416624,0.9015872435833763,-0.3007520177073648,3.4048033133485642,-40.908795513007455,44.31359882635602,108.32291264177154
FOODS_2_083,CA_1,FOODS,FOODS_2,A,6.98,2.094,0.6980000000000001,0.75,0.8436778760920521,1.0,1.5,47.0,-45.5,-96.80851063829788,1.0115706165587812,0.4884293834412188,-0.16789274046672908,1.7773051614321171,-30.450451369950994,32.22775653138311,105.83671204028846
FOODS_2_084,CA_1,FOODS,FOODS_2,C,2.97,0.891,0.29700000000000004,0.7499999999999999,0.7387169632540872,1.0,1.4,67.0,-65.6,-97.91044776119402,0.9068253008989695,0.4931746991010304,-0.1681083376448823,0.6615084574679757,-19.021404247654147,19.68291270512212,103.47770568805169
FOODS_2_085,CA_1,FOODS,FOODS_2,B,3.7,1.11,0.37000000000000005,0.75,0.5323239586143809,1.196887497862553,1.3,51.0,-49.7,-97.45098039215688,0.7324060357609951,0.567593964239005,-0.2000820771466142,0.6029609329262727,-18.082160541250715,18.685121474176988,103.33456243544981
FOODS_2_086,CA_1,FOODS,FOODS_2,B,2.47,0.741,0.24700000000000003,0.75,1.0423592136370206,1.7858201026848812,2.2,88.0,-85.8,-97.5,1.3415106437046966,0.8584893562953035,-0.2991514300676761,0.7820125159802401,-20.706149096926623,21.488161612906865,103.77671633831862
FOODS_2_087,CA_1,FOODS,FOODS_2,B,9.97,2.991,0.9970000000000001,0.7499999999999999,0.1638631251054028,1.0,0.8,17.0,-16.2,-95.29411764705881,0.330749567031084,0.46925043296891605,-0.1668864419256812,0.5214292733199628,-16.29551385707965,16.816943130399615,103.19983326634052
FOODS_2_088,CA_1,FOODS,FOODS_2,B,7.244999999999999,2.1734999999999998,0.7244999999999999,0.75,0.3656015205701297,1.0131411680782825,1.0,30.0,-29.0,-96.66666666666667,0.534098874429715,0.46590112557028496,-0.16849735385958536,0.823318538097314,-20.67548679338776,21.498805331485073,103.98209989600159
FOODS_2_089,CA_1,FOODS,FOODS_2,C,3.98,1.194,0.398,0.7499999999999999,0.8502796745714383,1.0559731838826991,1.6,62.0,-60.4,-97.41935483870967,1.0293564673705686,0.5706435326294315,-0.17907679279913036,1.001935496053945,-23.322354758082273,24.32429025413622,104.29603059573876
FOODS_2_090,CA_1,FOODS,FOODS_2,C,8.96,2.688,0.8960000000000001,0.7499999999999999,0.155315639842666,1.0,0.8,18.0,-17.2,-95.55555555555554,0.32265370103616364,0.4773462989638364,-0.16733806119349764,0.4395908645136104,-15.571348746803887,16.010939611317497,102.82307506987047
FOODS_2_091,CA_1,FOODS,FOODS_2,C,2.77,0.831,0.277,0.7499999999999999,0.5976818559549988,1.69148192751537,1.7,63.0,-61.3,-97.3015873015873,0.8813097426926924,0.8186902573073076,-0.28362788673769357,0.505591194903503,-16.78876850360186,17.294359698505364,103.01148470059036
FOODS_2_092,CA_1,FOODS,FOODS_2,B,3.48,1.044,0.34800000000000003,0.75,0.5041206960266861,1.0,1.2,51.0,-49.8,-97.6470588235294,0.6733948743622424,0.5266051256377575,-0.16927417833555636,0.5197656651122415,-17.046263991130854,17.566029656243096,103.0491471056806
FOODS_2_093,CA_1,FOODS,FOODS_2,B,2.5,0.75,0.25,0.75,0.6184203064854842,1.261455445614248,1.5,67.0,-65.5,-97.76119402985076,0.8320447208265701,0.6679552791734299,-0.21362441434108592,0.4570447208265701,-16.131579693514514,16.588624414341083,102.83322978598505
FOODS_2_094,CA_1,FOODS,FOODS_2,C,1.28,0.384,0.128,0.75,1.0872109197507374,1.0904831219021407,1.8,125.0,-123.2,-98.56,1.270162636758241,0.529837363241759,-0.18295171700750368,0.4199232700202194,-15.443348009087623,15.863271279107844,102.71912068401954
FOODS_2_095,CA_1,FOODS,FOODS_2,C,4.42,1.3259999999999998,0.442,0.75,0.5525850251943553,1.0559731838826991,1.3,48.0,-46.7,-97.29166666666667,0.7316174970483504,0.5683825029516496,-0.17903247185399518,0.7188997347814834,-20.239029675456383,20.957929410237867,103.55204644841885
FOODS_2_096,CA_1,FOODS,FOODS_2,C,7.96,2.388,0.796,0.7499999999999999,0.1060104963330988,1.0,0.8,16.0,-15.2,-95.0,0.27523594749689106,0.524764052503109,-0.16922545116379228,0.2395512568301011,-12.398462579675414,12.638013836505515,101.9321045274016
FOODS_2_097,CA_1,FOODS,FOODS_2,C,7.86,2.358,0.786,0.75,0.412562678802862,1.0,1.1,31.0,-29.9,-96.45161290322581,0.5816059860267382,0.5183940139732619,-0.16904330722387617,0.9639692200680648,-23.068902937843806,24.03287215791187,104.17865219973987
FOODS_2_099,CA_1,FOODS,FOODS_2,B,1.97,0.591,0.197,0.7499999999999999,1.0356632470289615,1.0,1.7,98.0,-96.3,-98.26530612244898,1.2038981600697636,0.4961018399302364,-0.16823491304080207,0.6137717501349736,-18.48989736134118,19.10366911147615,103.31949787573322
FOODS_2_100,CA_1,FOODS,FOODS_2,B,2.5,0.75,0.25,0.75,0.8849837530303076,1.508354161041854,1.9,80.0,-78.1,-97.625,1.1392412852227538,0.7607587147772461,-0.2542575321924462,0.6642412852227537,-19.11501624696969,19.779257532192446,103.47497107321611
FOODS_2_101,CA_1,FOODS,FOODS_2,A,5.98,1.794,0.5980000000000001,0.7499999999999999,1.5007345647215258,2.1380899352993947,2.9,68.0,-65.1,-95.73529411764706,1.8595231509379533,1.0404768490620466,-0.3587885862164275,2.7137793770435845,-37.07424292118611,39.7880222982297,107.31985109665662
FOODS_2_102,CA_1,FOODS,FOODS_2,A,10.97,3.291,1.0970000000000002,0.75,1.1576441486420577,1.231745008999739,2.0,44.0,-42.0,-95.45454545454545,1.3657296437677293,0.6342703562322707,-0.20808549512567165,3.7988216768527963,-43.18825747575866,46.98707915261146,108.79595959384343
FOODS_2_103,CA_1,FOODS,FOODS_2,A,6.98,2.094,0.6980000000000001,0.75,1.6393468112442935,1.0540925533894598,2.4,65.0,-62.6,-96.3076923076923,1.8183014156169945,0.5816985843830054,-0.17895460437270105,3.4014975524026485,-40.79294370300594,44.194441255408584,108.33844592625464
FOODS_2_104,CA_1,FOODS,FOODS_2,A,7.42,2.226,0.742,0.75,0.725646044757439,1.0,1.4,42.0,-40.6,-96.66666666666667,0.8942636349293519,0.505736365070648,-0.1686175901719129,1.6153744684703164,-29.01028253915992,30.625657007630238,105.56828244016508
FOODS_2_105,CA_1,FOODS,FOODS_2,B,2.96,0.888,0.296,0.75,1.0588284397576273,1.0,1.7,81.0,-79.3,-97.90123456790123,1.2259854640832322,0.4740145359167678,-0.16715702432560486,0.9483667894745468,-22.722347127326966,23.670713916801514,104.1737184286477
FOODS_2_106,CA_1,FOODS,FOODS_2,B,5.44,1.6320000000000001,0.544,0.75,0.2711872715180197,1.0,0.9,30.0,-29.1,-97.00000000000001,0.43765653298308427,0.46234346701691575,-0.16646926146506458,0.4627406157711914,-15.729896497176789,16.19263711294798,102.94179059508907
FOODS_2_107,CA_1,FOODS,FOODS_2,B,1.98,0.594,0.198,0.7499999999999999,0.8600354814768095,1.0,1.5,89.0,-87.5,-98.31460674157303,1.0271288307884041,0.4728711692115959,-0.16709334931159459,0.5164860339844161,-16.940851898670367,17.457337932654784,103.04876069440732
FOODS_2_108,CA_1,FOODS,FOODS_2,C,2.96,0.888,0.296,0.75,0.1605018531697493,1.0,0.8,31.0,-30.2,-97.41935483870967,0.3275703983257388,0.47242960167426123,-0.1670685451559895,0.15104335161767476,-8.985965805847016,9.137009157464691,101.68088055175319
FOODS_2_109,CA_1,FOODS,FOODS_2,A,2.98,0.894,0.298,0.75,1.6038956315644044,1.663091403342888,2.7,99.0,-96.3,-97.27272727272727,1.8833182188135529,0.8166817811864473,-0.2794225872491485,1.440315316825755,-27.59015640717523,29.030471724000982,105.2203956207047
FOODS_2_110,CA_1,FOODS,FOODS_2,C,2.38,0.714,0.238,0.75,1.8588922550051448,1.3188699668344823,2.7,119.0,-116.3,-97.73109243697479,2.079109911543913,0.6208900884560871,-0.22021765653876835,1.3367126357898051,-26.5523345732351,27.889047209024906,105.03425652498828
FOODS_2_111,CA_1,FOODS,FOODS_2,B,5.98,1.794,0.5980000000000001,0.7499999999999999,0.2984395812394072,1.0,1.0,30.0,-29.0,-96.66666666666667,0.4678500560433323,0.5321499439566677,-0.16941047480392507,0.5210973340556508,-17.22613252167534,17.74722985573099,103.02503962163279
FOODS_2_112,CA_1,FOODS,FOODS_2,A,3.28,0.9839999999999999,0.328,0.75,1.0117166709929717,1.7101471207481462,2.2,75.0,-72.8,-97.06666666666666,1.3011550724555585,0.8988449275444417,-0.2894384014625868,0.9855154550616925,-23.272627727657223,24.258143182718914,104.23465483397263
FOODS_2_113,CA_1,FOODS,FOODS_2,C,2.98,0.894,0.298,0.75,0.5591662028117627,1.4401645996461911,1.5,59.0,-57.5,-97.45762711864407,0.800760284308759,0.699239715691241,-0.24159408149699635,0.5075062588960407,-16.915473886248378,17.422980145144418,103.0002485434867
FOODS_2_114,CA_1,FOODS,FOODS_2,C,2.77,0.831,0.277,0.7499999999999999,0.3083002895987835,1.0,1.0,45.0,-44.0,-97.77777777777777,0.47746442128253286,0.5225355787174671,-0.16916413168374939,0.2520305787810464,-12.123403279124549,12.375433857905595,102.078876475346
FOODS_2_115,CA_1,FOODS,FOODS_2,A,8.74,2.622,0.8740000000000001,0.75,2.282819821956873,1.819936623118869,3.5,69.0,-65.5,-94.92753623188406,2.589318428482743,0.9106815715172569,-0.3064986065258699,5.993257225975669,-52.325261902438776,58.318519128414444,111.45385041196772
FOODS_2_116,CA_1,FOODS,FOODS_2,A,1.98,0.594,0.198,0.7499999999999999,0.7747015168506094,1.31535498256506,1.7,85.0,-83.3,-98.0,0.9975918859195749,0.702408114080425,-0.22289036906896553,0.45349277364830337,-16.216436398654317,16.66992917230262,102.7965008001754
FOODS_2_117,CA_1,FOODS,FOODS_2,C,5.97,1.791,0.597,0.75,0.5609369385336148,1.0,1.2,41.0,-39.8,-97.07317073170731,0.7279822420549491,0.47201775794505085,-0.1670453035213343,1.0220215940272184,-23.137482590781726,24.159504184808945,104.4171685057665
FOODS_2_118,CA_1,FOODS,FOODS_2,C,2.98,0.894,0.298,0.75,0.1438280395778257,1.0,0.8,30.0,-29.2,-97.33333333333333,0.31171406083677977,0.4882859391632203,-0.16788602125895408,0.13316316051744148,-8.76855697682323,8.901720137340671,101.5186439555495
FOODS_2_119,CA_1,FOODS,FOODS_2,A,2.67,0.8009999999999999,0.267,0.7499999999999999,1.7350307029158671,1.6789231872789978,2.9,109.0,-106.1,-97.3394495412844,2.0191423583595056,0.8808576416404943,-0.2841116554436385,1.3821440387279518,-27.249987209285855,28.632131248013806,105.07209059627363
FOODS_2_120,CA_1,FOODS,FOODS_2,B,2.72,0.8160000000000001,0.272,0.75,1.0948421623991913,1.1773883752795369,1.9,86.0,-84.1,-97.79069767441861,1.293744112303088,0.606255887696912,-0.19890194990389665,0.8907935941857599,-22.20081172730968,23.09160532149544,104.0124370456688
FOODS_2_121,CA_1,FOODS,FOODS_2,C,1.58,0.474,0.15800000000000003,0.75,0.8015142242790404,1.1524071884721685,1.6,96.0,-94.4,-98.33333333333334,0.9964971277686849,0.6035028722313152,-0.19498290348964453,0.37698618474980883,-14.661443010255649,15.038429195005458,102.5712761321386
FOODS_2_122,CA_1,FOODS,FOODS_2,B,4.93,1.4789999999999999,0.493,0.7499999999999999,0.5229674247603617,1.0,1.2,44.0,-42.8,-97.27272727272727,0.6916789617125632,0.5083210382874368,-0.16871153695220142,0.7723909124971744,-20.660708238372568,21.433099150869744,103.73845322041109
FOODS_2_123,CA_1,FOODS,FOODS_2,C,2.87,0.861,0.28700000000000003,0.7499999999999999,0.6398515155713433,1.0,1.3,64.0,-62.7,-97.96875,0.8079116372894144,0.49208836271058565,-0.16806012171807105,0.5543825596082477,-17.633450460124102,18.18783301973235,103.14392557974921
FOODS_2_124,CA_1,FOODS,FOODS_2,B,2.82,0.846,0.282,0.75,0.3541873895294073,1.0,1.0,48.0,-47.0,-97.91666666666666,0.5215822507153836,0.47841774928461644,-0.16739486118597624,0.30634477880695266,-13.136476624610827,13.44282140341778,102.33201632036572
FOODS_2_125,CA_1,FOODS,FOODS_2,C,2.47,0.741,0.24700000000000003,0.75,0.7052161696873279,1.0440053112638314,1.4,72.0,-70.6,-98.05555555555556,0.8809033038519378,0.5190966961480621,-0.1756871341646099,0.5245324642057145,-17.08724642434892,17.611778888554632,103.0697307873916
FOODS_2_126,CA_1,FOODS,FOODS_2,B,4.84,1.452,0.484,0.75,1.2585852456666038,1.1333099904225383,2.0,69.0,-67.0,-97.10144927536231,1.44875110619151,0.5512488938084901,-0.19016586052490614,1.8367821415867631,-30.959378964389455,32.79616110597622,105.93287786457051
FOODS_2_127,CA_1,FOODS,FOODS_2,B,6.97,2.0909999999999997,0.6970000000000001,0.75,0.3360417183027359,1.0,1.0,30.0,-29.0,-96.66666666666667,0.5042611967474675,0.4957388032525325,-0.16821947844473162,0.7088802165319392,-19.973115689371976,20.681995905903914,103.54917193469792
FOODS_2_128,CA_1,FOODS,FOODS_2,A,0.88,0.264,0.08800000000000001,0.75,2.784462893138739,6.188720752325521,7.0,240.0,-233.0,-97.08333333333333,3.8294257960927642,3.1705742039072358,-1.0449629029540253,0.7319578802246529,-20.139869061615165,20.871826941839817,103.63437258695838
FOODS_2_129,CA_1,FOODS,FOODS_2,C,9.54,2.8619999999999997,0.954,0.7499999999999999,0.1722826026996206,1.0,0.8,18.0,-17.2,-95.55555555555554,0.3386870594227164,0.46131294057728367,-0.16640445672309578,0.5292298187570855,-16.514569588098247,17.04379940685533,103.20462374713351
FOODS_2_130,CA_1,FOODS,FOODS_2,C,1.58,0.474,0.15800000000000003,0.75,1.8538399226627096,1.3228756555322954,2.7,146.0,-143.3,-98.15068493150686,2.074860611429804,0.6251393885701964,-0.22102068876709424,0.8847119064236358,-21.896373168877172,22.78108507530081,104.04044952833165
FOODS_2_131,CA_1,FOODS,FOODS_2,A,5.98,1.794,0.5980000000000001,0.7499999999999999,5.366125386472011,3.37023227811758,7.6,128.0,-120.4,-94.0625,5.932906916714103,1.6670930832858968,-0.5667815302420918,9.646713344780133,-63.70822807555897,73.3549414203391,115.14202111121186
FOODS_2_132,CA_1,FOODS,FOODS_2,C,2.88,0.864,0.288,0.75,0.3961504341909697,1.1031460542154954,1.1,50.0,-48.9,-97.8,0.5803649939055519,0.5196350060944482,-0.18421455971458217,0.35178047297919574,-13.943634699812002,14.295415172791197,102.52287499316041
FOODS_2_133,CA_1,FOODS,FOODS_2,B,2.88,0.864,0.288,0.75,0.5304432988466504,1.1001442906807544,1.3,58.0,-56.7,-97.75862068965517,0.7167669577252506,0.5832330422747495,-0.18632365887860014,0.45131553529948865,-16.092929319728658,16.544244855028147,102.80443371329675
FOODS_2_134,CA_1,FOODS,FOODS_2,B,2.98,0.894,0.298,0.75,1.5474164685068792,1.425393290199597,2.5,97.0,-94.5,-97.42268041237114,1.7874413985550912,0.7125586014449088,-0.24002493004821202,1.3856301470776689,-27.0614795695398,28.44710971661747,105.120304466417
FOODS_2_135,CA_1,FOODS,FOODS_2,B,2.48,0.744,0.248,0.75,1.0314941581763473,2.266328172671245,2.6,87.0,-84.4,-97.01149425287356,1.4148997589484498,1.1851002410515503,-0.3834056007721025,0.7587805608768621,-20.552757795089065,21.311538355965926,103.69186738072769
FOODS_2_136,CA_1,FOODS,FOODS_2,C,2.94,0.882,0.294,0.75,0.5767738629756185,1.0,1.3,60.0,-58.7,-97.83333333333334,0.7465660115677268,0.5534339884322732,-0.16979214859210834,0.4957616296036468,-16.96171393714067,17.457475566744314,102.92282744209056
FOODS_2_137,CA_1,FOODS,FOODS_2,C,2.5,0.75,0.25,0.75,0.7322763009347469,1.0,1.4,73.0,-71.6,-98.08219178082192,0.9006461633718053,0.49935383662819466,-0.16836986243705832,0.5506461633718054,-17.517723699065254,18.06836986243706,103.14336595799367
FOODS_2_138,CA_1,FOODS,FOODS_2,B,1.96,0.588,0.196,0.7499999999999999,2.5281529545918686,1.596954774019775,3.6,153.0,-149.4,-97.64705882352942,2.797242671639889,0.8027573283601113,-0.2690897170480202,1.4874382545656728,-28.005928083599976,29.49336633816565,105.3111550173433
FOODS_2_139,CA_1,FOODS,FOODS_2,A,2.98,0.894,0.298,0.75,3.515096135075225,1.793580557692131,4.7,147.0,-142.3,-96.80272108843539,3.8165628028654064,0.8834371971345938,-0.3014666677901814,3.1487428610155646,-39.61600540699033,42.764748268005896,107.94815839877678
FOODS_2_140,CA_1,FOODS,FOODS_2,B,10.98,3.294,1.098,0.75,1.2865286911202265,1.2535663410560174,2.1,46.0,-43.9,-95.43478260869564,1.4965614747100409,0.6034385252899592,-0.21003278358981436,4.267097996926499,-44.85756598859997,49.124663985526475,109.51254911604195
FOODS_2_141,CA_1,FOODS,FOODS_2,A,6.98,2.094,0.6980000000000001,0.75,0.9529973374371604,1.0,1.6,50.0,-48.4,-96.8,1.120451402802622,0.4795485971973781,-0.1674540653654616,2.011500316624921,-32.239231433875446,34.250731750500364,106.2392936405777
FOODS_2_142,CA_1,FOODS,FOODS_2,B,3.98,1.194,0.398,0.7499999999999999,0.9935847537623572,1.01574900036674,1.7,67.0,-65.3,-97.46268656716417,1.165514060758205,0.5344859392417949,-0.17192930699584785,1.1788983847270624,-25.084213072010325,26.263111456737388,104.6997622821284
FOODS_2_143,CA_1,FOODS,FOODS_2,B,3.98,1.194,0.398,0.7499999999999999,0.6715992599565073,1.0,1.3,55.0,-53.7,-97.63636363636364,0.8380442203212755,0.4619557796787246,-0.1664449603647682,0.8167663987514704,-20.820813978149243,21.637580376900715,103.92283606014942
FOODS_2_144,CA_1,FOODS,FOODS_2,B,2.5,0.75,0.25,0.75,0.8533000671881223,1.441541649777185,1.8,79.0,-77.2,-97.72151898734177,1.0953505064439717,0.7046494935560284,-0.24205043925584935,0.6453505064439716,-18.89669993281188,19.542050439255853,103.41514925218978
FOODS_2_145,CA_1,FOODS,FOODS_2,C,2.38,0.714,0.238,0.75,1.299805666611514,1.6406702721140958,2.4,100.0,-97.6,-97.6,1.5762243156266875,0.8237756843733124,-0.27641864901517343,0.9293655484766066,-22.562585005385838,23.491950553862445,104.11905616424164
FOODS_2_146,CA_1,FOODS,FOODS_2,B,1.98,0.594,0.198,0.7499999999999999,1.3652799086509124,1.412341670669316,2.3,112.0,-109.7,-97.94642857142858,1.602738403817538,0.6972615961824618,-0.23745849516662565,0.8139688158234901,-21.094698312348477,21.908667128171967,103.8586416537989
FOODS_2_147,CA_1,FOODS,FOODS_2,C,3.76,1.128,0.376,0.7499999999999999,0.6558020554796812,1.0,1.3,56.0,-54.7,-97.67857142857143,0.823115427262257,0.4768845727377431,-0.16731337178257577,0.7491656026024343,-20.06967370855856,20.818839311160996,103.73282402833964
FOODS_2_148,CA_1,FOODS,FOODS_2,C,2.88,0.864,0.288,0.75,0.2214228468217594,1.0708993401928104,0.9,37.0,-36.1,-97.56756756756756,0.3999931978792908,0.5000068021207092,-0.17857035105753138,0.201592163956943,-10.400920880461333,10.602513044418277,101.93821457036219
FOODS_2_149,CA_1,FOODS,FOODS_2,A,6.98,2.094,0.6980000000000001,0.75,1.0604665364222383,1.2084359562332878,1.9,53.0,-51.1,-96.41509433962264,1.2649878896091877,0.6350121103908122,-0.20452135318694942,2.2056461877888522,-34.03317743030911,36.23882361809796,106.4808705925429
FOODS_2_150,CA_1,FOODS,FOODS_2,A,2.96,0.888,0.296,0.75,0.1948873523300373,2.2356600411339143,1.7,35.0,-33.3,-95.14285714285714,0.5717684586003526,1.1282315413996473,-0.37688110627031535,0.17377385498281755,-10.129253374841237,10.303027229824055,101.71556430224594
FOODS_2_151,CA_1,FOODS,FOODS_2,B,1.98,0.594,0.198,0.7499999999999999,0.7884883647654739,1.5511559096637115,1.8,85.0,-83.2,-97.88235294117648,1.0486165219360455,0.7513834780639546,-0.2601281571705716,0.474104285373348,-16.205517215105747,16.679621500479094,102.92557330371052
FOODS_2_152,CA_1,FOODS,FOODS_2,A,2.42,0.726,0.242,0.75,1.7147114474253446,1.976047040118708,3.0,114.0,-111.0,-97.36842105263158,2.0459378903409515,0.9540621096590485,-0.3312264429156069,1.2544678778500409,-25.928159318892266,27.182627196742306,104.83824502318599
FOODS_2_153,CA_1,FOODS,FOODS_2,A,2.96,0.888,0.296,0.75,4.985019998147267,2.4394790839558764,6.6,175.0,-168.4,-96.22857142857143,5.395192166495316,1.2048078335046837,-0.4101721683480486,4.434307525130454,-45.89773632219364,50.332043847324094,109.66127717934155
FOODS_2_154,CA_1,FOODS,FOODS_2,B,12.97,3.891,1.2970000000000002,0.7499999999999999,0.145745086050561,1.0,0.8,14.0,-13.2,-94.28571428571428,0.3135443260286263,0.48645567397137374,-0.1677992399780653,0.5890679634365132,-17.401874493569693,17.990942457006206,103.3850833923333
FOODS_2_155,CA_1,FOODS,FOODS_2,C,2.5,0.75,0.25,0.75,0.4740129615596533,1.0,1.1,59.0,-57.9,-98.13559322033898,0.6403137558279367,0.4596862441720634,-0.16630079426828343,0.3653137558279367,-14.275987038440347,14.641300794268282,102.55893869085388
FOODS_2_156,CA_1,FOODS,FOODS_2,B,1.52,0.45599999999999996,0.15200000000000002,0.75,0.9182873630742948,1.4327979804948263,1.9,105.0,-103.1,-98.19047619047619,1.160395161946582,0.7396048380534179,-0.24210779887228717,0.4167202584635218,-15.40168128325083,15.818401541714353,102.70568031372459
FOODS_2_157,CA_1,FOODS,FOODS_2,A,3.87,1.161,0.387,0.75,0.3223455372769096,1.0,1.0,39.0,-38.0,-97.43589743589743,0.491078383146986,0.508921616853014,-0.16873284587007636,0.3731893371115344,-14.594009108295346,14.967198445406881,102.55714063450469
FOODS_2_158,CA_1,FOODS,FOODS_2,C,1.28,0.384,0.128,0.75,0.6152598969469569,1.532712089469627,1.6,94.0,-92.4,-98.29787234042554,0.8715681489635214,0.7284318510364787,-0.2563082520165645,0.24144289226932297,-11.716986932763158,11.95842982503248,102.06062269809483
FOODS_2_159,CA_1,FOODS,FOODS_2,C,3.97,1.191,0.397,0.75,0.3990897939718036,1.0,1.1,43.0,-41.9,-97.44186046511628,0.5684854412960987,0.5315145587039014,-0.16939564732429507,0.46605488077820467,-16.437245407172774,16.90330028795098,102.83535877960934
FOODS_2_160,CA_1,FOODS,FOODS_2,C,2.88,0.864,0.288,0.75,0.1807765547530611,1.0,0.9,34.0,-33.1,-97.3529411764706,0.35051445869812914,0.5494855413018709,-0.16973790394506805,0.14459265642024477,-9.583745408924473,9.728338065344719,101.50872806247126
FOODS_2_161,CA_1,FOODS,FOODS_2,B,6.97,2.0909999999999997,0.6970000000000001,0.75,0.4052597456808603,1.0,1.1,33.0,-31.9,-96.66666666666667,0.5745047577049306,0.5254952422950695,-0.16924501202407027,0.8350192644813462,-21.871135829041766,22.706155093523112,103.81790534798179
